year,snapshot_date,country,rank,country_code,rating,rank_max,rating_max,rank_avg,rating_avg,rank_min,rating_min,matches_total,matches_home,matches_away,matches_neutral,wins,losses,draws,goals_for,goals_against,confederation,is_host
2000,2000-12-31,Germany,11,DE,1882,1,2146,8,1892,25,1637,707,300,299,108,402,160,145,1571,871,UEFA,0
2000,2000-12-31,Paraguay,12,PY,1866,5,1956,21,1754,42,1619,495,139,228,128,185,191,119,687,749,CONMEBOL,0
2000,2000-12-31,England,13,EN,1852,1,2213,4,1988,17,1810,855,361,428,66,497,165,193,2102,883,UEFA,0
2000,2000-12-31,Sweden,15,SE,1827,2,2013,15,1791,44,1579,791,361,362,68,390,239,162,1688,1142,UEFA,0
2000,2000-12-31,Mexico,17,MX,1824,6,1941,21,1759,48,1498,568,197,176,195,283,145,140,1061,622,CONCACAF,1
2000,2000-12-31,United States,19,US,1808,12,1829,46,1598,93,1410,406,208,154,44,137,174,95,516,663,CONCACAF,1
2000,2000-12-31,Norway,20,NO,1804,6,1944,38,1593,85,1364,622,298,286,38,213,274,135,969,1162,UEFA,0
2000,2000-12-31,Japan,21,JP,1795,21,1806,73,1369,114,1126,453,140,124,189,189,174,90,783,646,AFC,0
2000,2000-12-31,Belgium,22,BE,1784,4,1961,24,1734,54,1503,601,293,264,44,238,238,125,1051,1068,UEFA,0
2000,2000-12-31,Australia,23,AU,1778,12,1876,36,1645,77,1475,356,179,128,49,175,107,74,716,452,AFC,0
2000,2000-12-31,Colombia,25,CO,1767,5,1945,62,1517,102,1304,339,109,123,107,115,130,94,403,471,CONMEBOL,0
2000,2000-12-31,South Korea,26,KR,1764,16,1835,37,1661,84,1445,668,179,175,314,381,129,158,1308,614,AFC,0
2000,2000-12-31,Uruguay,28,UY,1756,1,2104,12,1876,44,1636,708,256,294,158,303,240,165,1129,927,CONMEBOL,0
2000,2000-12-31,Turkey,30,TR,1754,20,1781,48,1555,77,1358,368,171,172,25,116,171,81,463,631,UEFA,0
2000,2000-12-31,Scotland,31,SQ,1745,1,2104,9,1914,42,1692,635,289,309,37,316,179,140,1198,775,UEFA,0
2000,2000-12-31,Iran,32,IR,1743,19,1803,45,1615,79,1450,328,104,81,143,176,77,75,626,270,AFC,0
2000,2000-12-31,Austria,34,AT,1719,1,2070,15,1840,55,1603,616,287,293,36,263,222,131,1178,1010,UEFA,0
2000,2000-12-31,Switzerland,37,CH,1712,9,1917,28,1658,56,1485,621,299,288,34,191,302,128,886,1187,UEFA,0
2000,2000-12-31,Ecuador,41,EC,1691,21,1788,79,1421,121,1183,295,99,110,86,70,149,76,328,553,CONMEBOL,0
2000,2000-12-31,Egypt,42,EG,1682,12,1872,34,1660,70,1527,539,199,191,149,250,145,144,937,630,CAF,0
2000,2000-12-31,Saudi Arabia,44,SA,1678,29,1735,83,1447,125,1256,420,152,72,196,197,123,100,654,482,AFC,0
2000,2000-12-31,South Africa,48,ZA,1666,7,1847,22,1746,59,1596,153,72,61,20,68,55,30,243,228,CAF,0
2000,2000-12-31,Morocco,50,MA,1662,19,1807,39,1659,65,1527,425,174,151,100,195,109,121,612,421,CAF,0
2000,2000-12-31,Tunisia,53,TN,1637,24,1734,44,1614,81,1439,458,204,165,89,180,153,125,639,562,CAF,0
2000,2000-12-31,Canada,54,CA,1632,25,1733,46,1594,75,1470,242,96,107,39,86,99,57,260,349,CONCACAF,1
2000,2000-12-31,Iraq,55,IQ,1621,23,1740,39,1643,65,1501,381,88,106,187,204,76,101,703,318,AFC,0
2000,2000-12-31,Ivory Coast,62,CI,1572,20,1761,46,1618,76,1476,396,164,145,87,185,108,103,611,440,CAF,0
2000,2000-12-31,Bosnia and Herzegovina,67,BA,1548,46,1635,56,1593,73,1518,43,14,24,5,15,20,8,54,63,UEFA,0
2000,2000-12-31,New Zealand,69,NZ,1540,29,1640,63,1489,103,1334,270,95,118,57,114,109,47,500,428,OFC,0
2000,2000-12-31,Ghana,74,GH,1509,10,1877,36,1666,87,1458,479,165,196,118,241,121,117,829,523,CAF,0
2000,2000-12-31,Algeria,75,DZ,1507,18,1773,40,1640,86,1464,403,149,158,96,160,127,116,563,422,CAF,0
2000,2000-12-31,Qatar,78,QA,1495,58,1568,110,1307,164,965,284,114,58,112,111,100,73,388,349,AFC,0
2000,2000-12-31,Jordan,80,JO,1469,72,1513,130,1211,153,1092,209,67,77,65,57,101,51,214,326,AFC,0
2000,2000-12-31,Uzbekistan,83,UZ,1459,25,1766,50,1624,84,1459,69,20,25,24,33,24,12,163,103,AFC,0
2000,2000-12-31,Senegal,87,SN,1454,37,1660,62,1542,107,1387,413,146,164,103,158,141,114,507,442,CAF,0
2000,2000-12-31,DR Congo,89,CD,1449,20,1782,50,1592,93,1448,295,99,129,67,132,92,71,505,359,CAF,0
2000,2000-12-31,Haiti,108,HT,1401,37,1673,79,1396,129,1265,308,137,98,73,140,108,60,527,437,CONCACAF,0
2000,2000-12-31,Panama,110,PA,1390,55,1508,114,1270,143,1154,234,82,86,66,62,122,50,290,471,CONCACAF,0
2000,2000-12-31,Cape Verde,119,CV,1335,112,1357,131,1232,146,1172,77,26,20,31,22,38,17,61,94,CAF,0
2000,2000-12-31,Curaçao,165,CW,1163,26,1618,79,1437,165,1148,344,114,127,103,147,111,86,624,552,CONCACAF,0
2001,2001-12-31,France,1,FR,2111,1,2135,18,1747,40,1514,619,310,245,64,278,218,123,1114,1029,UEFA,0
2001,2001-12-31,Argentina,2,AR,2024,1,2159,5,1980,26,1751,791,297,308,186,412,178,201,1504,873,CONMEBOL,0
2001,2001-12-31,Portugal,4,PT,2009,3,2018,22,1754,41,1624,387,183,162,42,166,135,86,594,524,UEFA,0
2001,2001-12-31,Netherlands,5,NL,1994,1,2109,17,1812,55,1553,607,293,247,67,288,187,132,1280,888,UEFA,0
2001,2001-12-31,Spain,6,ES,1967,1,2046,8,1919,19,1805,463,218,186,59,241,105,117,882,476,UEFA,0
2001,2001-12-31,England,7,EN,1932,1,2213,4,1988,17,1810,865,368,431,66,504,166,195,2126,891,UEFA,0
2001,2001-12-31,Sweden,8,SE,1892,2,2013,15,1792,44,1579,808,368,369,71,402,240,166,1724,1149,UEFA,0
2001,2001-12-31,Croatia,9,HR,1885,5,2008,11,1890,17,1849,113,47,51,15,55,24,34,207,126,UEFA,0
2001,2001-12-31,Colombia,10,CO,1879,5,1945,61,1521,102,1304,357,120,128,109,128,132,97,435,484,CONMEBOL,0
2001,2001-12-31,Germany,11,DE,1869,1,2146,8,1892,25,1637,718,305,305,108,408,162,148,1594,886,UEFA,0
2001,2001-12-31,Japan,13,JP,1859,9,1887,72,1374,114,1126,466,149,126,191,195,178,93,798,658,AFC,0
2001,2001-12-31,Brazil,17,BR,1833,1,2195,5,1980,20,1805,729,280,235,214,451,127,151,1593,722,CONMEBOL,0
2001,2001-12-31,Belgium,17,BE,1833,4,1961,23,1735,54,1503,611,297,270,44,244,240,127,1076,1079,UEFA,0
2001,2001-12-31,Australia,19,AU,1820,11,1876,36,1647,77,1475,372,186,134,52,185,112,75,796,465,AFC,0
2001,2001-12-31,Czechia,20,CZ,1818,2,2027,11,1867,26,1686,616,246,304,66,288,186,142,1161,816,UEFA,0
2001,2001-12-31,Mexico,22,MX,1809,6,1941,21,1760,48,1498,595,207,185,203,294,157,144,1098,660,CONCACAF,1
2001,2001-12-31,South Korea,23,KR,1805,16,1835,36,1664,84,1445,685,189,178,318,389,133,163,1330,637,AFC,0
2001,2001-12-31,Turkey,24,TR,1796,20,1796,48,1557,77,1358,380,177,178,25,122,173,85,484,641,UEFA,0
2001,2001-12-31,Uruguay,25,UY,1788,1,2104,12,1875,44,1636,725,261,300,164,310,245,170,1148,941,CONMEBOL,0
2001,2001-12-31,Norway,28,NO,1753,6,1944,38,1595,85,1364,633,303,291,39,218,277,138,990,1178,UEFA,0
2001,2001-12-31,United States,29,US,1752,12,1840,45,1601,93,1410,421,217,160,44,143,180,98,530,676,CONCACAF,1
2001,2001-12-31,Iran,31,IR,1751,19,1803,45,1617,79,1450,348,113,90,145,187,82,79,661,290,AFC,0
2001,2001-12-31,Ecuador,32,EC,1735,21,1788,79,1426,121,1183,309,103,116,90,76,152,81,346,565,CONMEBOL,0
2001,2001-12-31,Scotland,33,SQ,1734,1,2104,9,1913,42,1692,641,293,311,37,318,180,143,1207,781,UEFA,0
2001,2001-12-31,Paraguay,36,PY,1726,5,1956,21,1755,42,1619,509,143,233,133,189,197,123,705,772,CONMEBOL,0
2001,2001-12-31,Saudi Arabia,42,SA,1688,29,1735,82,1453,125,1256,444,167,77,200,214,127,103,716,498,AFC,0
2001,2001-12-31,Tunisia,43,TN,1681,24,1734,44,1615,81,1439,470,211,170,89,188,155,127,672,571,CAF,0
2001,2001-12-31,Austria,45,AT,1672,1,2070,15,1838,55,1603,626,292,298,36,266,227,133,1187,1026,UEFA,0
2001,2001-12-31,Switzerland,47,CH,1660,9,1917,28,1658,56,1485,631,303,293,35,195,307,129,899,1202,UEFA,0
2001,2001-12-31,Egypt,49,EG,1641,12,1872,34,1660,70,1527,560,211,199,150,259,149,152,978,654,CAF,0
2001,2001-12-31,Morocco,50,MA,1639,19,1807,39,1659,65,1527,442,181,159,102,202,113,127,629,431,CAF,0
2001,2001-12-31,South Africa,52,ZA,1623,7,1847,22,1745,59,1596,167,78,69,20,75,58,34,260,238,CAF,0
2001,2001-12-31,Ivory Coast,53,CI,1622,20,1761,46,1617,76,1476,410,169,154,87,193,110,107,641,450,CAF,0
2001,2001-12-31,Canada,58,CA,1588,25,1733,46,1595,75,1470,248,96,110,42,87,103,58,262,359,CONCACAF,1
2001,2001-12-31,Senegal,59,SN,1581,37,1660,62,1542,107,1387,428,153,171,104,167,144,117,531,449,CAF,0
2001,2001-12-31,Qatar,64,QA,1559,54,1611,109,1315,164,965,312,127,68,117,125,105,82,429,373,AFC,0
2001,2001-12-31,Iraq,68,IQ,1538,23,1740,40,1642,69,1501,399,94,114,191,210,82,107,742,336,AFC,0
2001,2001-12-31,Bosnia and Herzegovina,71,BA,1531,46,1635,57,1588,73,1518,57,20,29,8,20,24,13,75,81,UEFA,0
2001,2001-12-31,Ghana,72,GH,1519,10,1877,36,1663,93,1427,492,170,204,118,246,125,121,845,538,CAF,0
2001,2001-12-31,Algeria,73,DZ,1512,18,1773,40,1639,86,1464,418,157,165,96,166,133,119,583,444,CAF,0
2001,2001-12-31,New Zealand,75,NZ,1509,29,1640,63,1489,103,1334,277,100,120,57,118,112,47,520,438,OFC,0
2001,2001-12-31,Uzbekistan,78,UZ,1508,25,1766,53,1610,93,1428,90,27,31,32,45,30,15,205,129,AFC,0
2001,2001-12-31,Haiti,89,HT,1458,37,1673,79,1396,129,1265,321,142,101,78,146,110,65,560,449,CONCACAF,0
2001,2001-12-31,DR Congo,100,CD,1422,20,1782,51,1589,105,1408,307,104,135,68,136,97,74,516,380,CAF,0
2001,2001-12-31,Jordan,107,JO,1402,72,1513,129,1215,153,1092,222,75,79,68,61,106,55,231,341,AFC,0
2001,2001-12-31,Panama,109,PA,1397,55,1508,114,1272,143,1154,249,87,91,71,66,127,56,308,489,CONCACAF,0
2001,2001-12-31,Cape Verde,119,CV,1350,112,1357,130,1234,146,1172,79,26,21,32,23,38,18,63,95,CAF,0
2001,2001-12-31,Curaçao,161,CW,1163,26,1618,80,1434,165,1148,344,114,127,103,147,111,86,624,552,CONCACAF,0
2002,2002-12-31,Brazil,1,BR,2057,1,2195,5,1980,20,1805,744,284,239,221,464,128,152,1633,731,CONMEBOL,0
2002,2002-12-31,Netherlands,2,NL,2050,1,2109,17,1814,55,1553,614,296,251,67,294,187,133,1294,890,UEFA,0
2002,2002-12-31,Spain,3,ES,1996,1,2046,8,1920,19,1805,476,222,191,63,248,106,122,905,484,UEFA,0
2002,2002-12-31,Argentina,3,AR,1996,1,2159,5,1980,26,1751,798,297,311,190,415,179,204,1512,878,CONMEBOL,0
2002,2002-12-31,France,5,FR,1973,1,2135,18,1750,40,1514,632,316,249,67,285,221,126,1140,1039,UEFA,0
2002,2002-12-31,England,6,EN,1950,1,2213,4,1987,17,1810,878,372,434,72,508,168,202,2146,904,UEFA,0
2002,2002-12-31,Germany,7,DE,1935,1,2146,8,1892,25,1637,736,312,310,114,419,166,151,1640,903,UEFA,0
2002,2002-12-31,Portugal,8,PT,1930,3,2018,22,1757,41,1624,398,187,166,45,170,138,90,612,538,UEFA,0
2002,2002-12-31,Turkey,10,TR,1894,9,1894,47,1561,77,1358,396,180,182,34,131,177,88,510,652,UEFA,0
2002,2002-12-31,Czechia,12,CZ,1866,2,2027,11,1867,26,1686,626,251,308,67,295,186,145,1184,823,UEFA,0
2002,2002-12-31,Colombia,13,CO,1864,5,1945,60,1527,102,1304,361,120,132,109,129,134,98,438,488,CONMEBOL,0
2002,2002-12-31,Mexico,15,MX,1834,6,1941,21,1760,48,1498,608,208,186,214,302,160,146,1115,669,CONCACAF,1
2002,2002-12-31,United States,16,US,1826,12,1853,45,1603,93,1410,441,229,164,48,155,186,100,564,694,CONCACAF,1
2002,2002-12-31,Sweden,17,SE,1823,2,2013,15,1792,44,1579,822,372,375,75,403,243,176,1741,1168,UEFA,0
2002,2002-12-31,Japan,20,JP,1805,9,1887,72,1380,114,1126,479,160,128,191,200,181,98,813,672,AFC,0
2002,2002-12-31,Croatia,21,HR,1803,5,2008,11,1887,26,1790,124,52,54,18,59,27,38,215,132,UEFA,0
2002,2002-12-31,Norway,22,NO,1801,6,1944,38,1597,85,1364,643,309,295,39,222,279,142,1000,1183,UEFA,0
2002,2002-12-31,Australia,23,AU,1798,11,1876,35,1649,77,1475,377,186,135,56,189,113,75,819,467,AFC,0
2002,2002-12-31,Belgium,26,BE,1783,4,1961,23,1735,54,1503,625,301,276,48,250,243,132,1092,1094,UEFA,0
2002,2002-12-31,Uruguay,27,UY,1781,1,2104,12,1874,44,1636,735,262,306,167,313,249,173,1162,955,CONMEBOL,0
2002,2002-12-31,Senegal,28,SN,1776,21,1808,62,1546,107,1387,445,155,174,116,176,146,123,553,463,CAF,0
2002,2002-12-31,South Korea,29,KR,1768,16,1845,36,1665,84,1445,708,203,181,324,395,141,172,1355,660,AFC,0
2002,2002-12-31,Paraguay,31,PY,1763,5,1956,21,1755,42,1619,520,144,238,138,192,200,128,718,788,CONMEBOL,0
2002,2002-12-31,Ecuador,35,EC,1722,21,1788,78,1430,121,1183,324,105,119,100,82,158,84,359,578,CONMEBOL,0
2002,2002-12-31,Iran,36,IR,1709,19,1803,45,1619,79,1450,358,116,93,149,191,84,83,674,299,AFC,0
2002,2002-12-31,Switzerland,36,CH,1709,9,1917,28,1658,56,1485,639,306,297,36,199,308,132,914,1213,UEFA,0
2002,2002-12-31,Scotland,40,SQ,1692,1,2104,9,1911,47,1655,650,296,316,38,320,186,144,1216,800,UEFA,0
2002,2002-12-31,Austria,42,AT,1681,1,2070,15,1837,55,1603,634,297,301,36,269,231,134,1197,1039,UEFA,0
2002,2002-12-31,Saudi Arabia,47,SA,1668,29,1735,81,1457,125,1256,466,178,77,211,227,133,106,746,525,AFC,0
2002,2002-12-31,South Africa,48,ZA,1663,7,1847,23,1744,59,1569,191,85,75,31,85,62,44,288,256,CAF,0
2002,2002-12-31,Canada,50,CA,1634,25,1733,46,1595,75,1470,255,96,113,46,90,105,60,271,367,CONCACAF,1
2002,2002-12-31,Tunisia,53,TN,1613,24,1734,44,1615,81,1439,484,216,173,95,188,161,135,676,583,CAF,0
2002,2002-12-31,Iraq,54,IQ,1612,23,1740,40,1641,69,1501,409,96,117,196,217,83,109,760,344,AFC,0
2002,2002-12-31,Egypt,56,EG,1602,12,1872,35,1659,70,1527,576,219,203,154,266,154,156,998,666,CAF,0
2002,2002-12-31,Qatar,60,QA,1580,54,1611,107,1323,164,965,324,130,70,124,132,109,83,445,385,AFC,0
2002,2002-12-31,New Zealand,62,NZ,1565,29,1640,63,1490,103,1334,284,105,122,57,123,114,47,545,445,OFC,0
2002,2002-12-31,Ivory Coast,63,CI,1556,20,1761,47,1616,76,1476,416,172,154,90,194,112,110,648,455,CAF,0
2002,2002-12-31,Morocco,64,MA,1553,19,1807,39,1658,65,1527,457,185,163,109,210,117,130,656,446,CAF,0
2002,2002-12-31,Jordan,68,JO,1535,64,1560,129,1219,153,1092,241,77,83,81,71,110,60,259,357,AFC,0
2002,2002-12-31,Bosnia and Herzegovina,73,BA,1501,46,1635,59,1582,75,1499,63,24,31,8,20,28,15,80,95,UEFA,0
2002,2002-12-31,Ghana,74,GH,1500,10,1877,37,1661,93,1427,504,173,209,122,249,131,124,854,551,CAF,0
2002,2002-12-31,Haiti,78,HT,1496,37,1673,79,1397,129,1265,327,144,102,81,149,112,66,570,456,CONCACAF,0
2002,2002-12-31,Algeria,80,DZ,1492,18,1773,41,1636,87,1464,427,161,168,98,169,135,123,596,452,CAF,0
2002,2002-12-31,Uzbekistan,83,UZ,1483,25,1766,55,1600,93,1428,92,27,33,32,45,32,15,206,135,AFC,0
2002,2002-12-31,DR Congo,91,CD,1458,20,1782,52,1587,105,1408,315,105,138,72,139,100,76,527,389,CAF,0
2002,2002-12-31,Panama,107,PA,1397,55,1508,114,1274,143,1154,249,87,91,71,66,127,56,308,489,CONCACAF,0
2002,2002-12-31,Cape Verde,126,CV,1344,112,1370,130,1237,146,1172,82,27,23,32,24,39,19,65,96,CAF,0
2002,2002-12-31,Curaçao,162,CW,1150,26,1618,81,1430,165,1145,348,115,129,104,148,113,87,627,558,CONCACAF,0
2003,2003-12-31,France,1,FR,2049,1,2135,18,1752,40,1514,646,326,252,68,298,222,126,1180,1045,UEFA,0
2003,2003-12-31,Argentina,2,AR,2018,1,2159,5,1980,26,1751,811,300,319,192,424,180,207,1539,889,CONMEBOL,0
2003,2003-12-31,Spain,3,ES,2005,1,2046,8,1921,19,1805,487,228,196,63,256,107,124,931,490,UEFA,0
2003,2003-12-31,Netherlands,4,NL,1990,1,2109,17,1817,55,1553,625,302,256,67,300,189,136,1317,899,UEFA,0
2003,2003-12-31,Brazil,4,BR,1990,1,2195,5,1981,20,1805,761,286,248,227,472,132,157,1654,745,CONMEBOL,0
2003,2003-12-31,Czechia,6,CZ,1978,2,2027,11,1868,26,1686,635,256,312,67,303,186,146,1214,829,UEFA,0
2003,2003-12-31,England,7,EN,1954,1,2213,4,1987,17,1810,889,379,438,72,516,170,203,2166,915,UEFA,0
2003,2003-12-31,Portugal,9,PT,1919,3,2018,22,1759,41,1624,410,195,169,46,177,140,93,636,548,UEFA,0
2003,2003-12-31,Germany,11,DE,1879,1,2146,8,1892,25,1637,747,319,314,114,424,169,154,1655,914,UEFA,0
2003,2003-12-31,Uruguay,12,UY,1860,1,2104,12,1873,44,1636,749,265,312,172,321,251,177,1198,976,CONMEBOL,0
2003,2003-12-31,Mexico,13,MX,1850,6,1941,21,1762,48,1498,623,214,187,222,307,164,152,1129,678,CONCACAF,1
2003,2003-12-31,Turkey,14,TR,1841,9,1898,47,1565,77,1358,412,185,189,38,137,182,93,531,673,UEFA,0
2003,2003-12-31,United States,16,US,1832,12,1853,45,1606,93,1410,457,241,165,51,165,190,102,592,704,CONCACAF,1
2003,2003-12-31,Croatia,17,HR,1828,5,2008,11,1883,26,1783,136,58,60,18,66,29,41,234,141,UEFA,0
2003,2003-12-31,Australia,18,AU,1820,11,1876,35,1651,77,1475,380,186,137,57,191,114,75,825,471,AFC,0
2003,2003-12-31,Sweden,19,SE,1804,2,2013,15,1793,44,1579,836,377,381,78,411,248,177,1773,1180,UEFA,0
2003,2003-12-31,Belgium,20,BE,1802,4,1961,23,1736,54,1503,633,306,279,48,255,244,134,1108,1104,UEFA,0
2003,2003-12-31,Paraguay,23,PY,1792,5,1956,21,1755,42,1619,534,146,248,140,198,204,132,733,803,CONMEBOL,0
2003,2003-12-31,Japan,26,JP,1776,9,1887,71,1385,114,1126,495,170,132,193,206,186,103,829,684,AFC,0
2003,2003-12-31,Senegal,28,SN,1749,21,1808,61,1550,107,1387,454,159,178,117,181,149,124,563,468,CAF,0
2003,2003-12-31,Switzerland,33,CH,1728,9,1917,28,1659,56,1485,647,311,300,36,202,311,134,928,1226,UEFA,0
2003,2003-12-31,Ecuador,34,EC,1717,21,1788,77,1435,121,1183,334,110,122,102,86,161,87,369,588,CONMEBOL,0
2003,2003-12-31,Iran,35,IR,1716,19,1803,45,1620,79,1450,371,122,98,151,198,89,84,699,314,AFC,0
2003,2003-12-31,Norway,37,NO,1711,6,1944,38,1599,85,1364,657,315,303,39,226,286,145,1010,1196,UEFA,0
2003,2003-12-31,Colombia,38,CO,1705,5,1945,60,1531,102,1304,378,123,135,120,132,141,105,447,504,CONMEBOL,0
2003,2003-12-31,Egypt,39,EG,1699,12,1872,35,1659,70,1527,588,226,206,156,276,156,156,1027,676,CAF,0
2003,2003-12-31,South Korea,40,KR,1694,16,1845,36,1666,84,1445,723,211,184,328,402,147,174,1390,670,AFC,0
2003,2003-12-31,Scotland,42,SQ,1678,1,2104,9,1909,52,1633,662,304,320,38,324,191,147,1226,817,UEFA,0
2003,2003-12-31,Austria,43,AT,1676,1,2070,16,1835,55,1603,642,301,305,36,272,235,135,1211,1052,UEFA,0
2003,2003-12-31,Saudi Arabia,47,SA,1662,29,1735,81,1462,125,1256,478,187,78,213,235,134,109,782,529,AFC,0
2003,2003-12-31,South Africa,50,ZA,1644,7,1847,23,1743,59,1569,202,92,79,31,91,66,45,303,266,CAF,0
2003,2003-12-31,Tunisia,51,TN,1643,24,1734,44,1615,81,1439,493,225,173,95,193,162,138,686,588,CAF,0
2003,2003-12-31,Iraq,55,IQ,1616,23,1740,40,1640,69,1501,422,96,123,203,223,87,112,784,359,AFC,0
2003,2003-12-31,Bosnia and Herzegovina,56,BA,1598,46,1635,59,1580,76,1499,70,27,35,8,24,29,17,89,100,UEFA,0
2003,2003-12-31,Canada,58,CA,1594,25,1733,46,1595,75,1470,264,96,120,48,92,112,60,281,392,CONCACAF,1
2003,2003-12-31,Jordan,59,JO,1592,59,1592,128,1225,153,1092,249,82,86,81,76,112,61,272,366,AFC,0
2003,2003-12-31,Ivory Coast,60,CI,1590,20,1761,47,1616,76,1476,423,173,159,91,198,115,110,662,462,CAF,0
2003,2003-12-31,Morocco,64,MA,1569,19,1807,40,1656,67,1527,467,191,166,110,216,119,132,664,448,CAF,0
2003,2003-12-31,Qatar,73,QA,1521,54,1611,106,1329,164,965,339,135,75,129,135,114,90,461,407,AFC,0
2003,2003-12-31,New Zealand,74,NZ,1519,29,1640,63,1491,103,1334,290,105,126,59,123,119,48,548,462,OFC,0
2003,2003-12-31,Algeria,77,DZ,1518,18,1773,42,1634,87,1464,439,166,172,101,175,137,127,613,460,CAF,0
2003,2003-12-31,Uzbekistan,81,UZ,1508,25,1766,57,1590,93,1428,102,31,37,34,50,34,18,227,147,AFC,0
2003,2003-12-31,DR Congo,82,CD,1504,20,1782,52,1585,105,1408,325,108,145,72,145,100,80,546,397,CAF,0
2003,2003-12-31,Haiti,85,HT,1473,37,1673,79,1398,129,1265,336,144,106,86,153,117,66,588,474,CONCACAF,0
2003,2003-12-31,Ghana,93,GH,1448,10,1877,38,1658,98,1427,514,178,213,123,252,135,127,872,565,CAF,0
2003,2003-12-31,Panama,109,PA,1396,55,1508,114,1276,143,1154,258,95,92,71,69,132,57,316,499,CONCACAF,0
2003,2003-12-31,Cape Verde,119,CV,1355,112,1370,130,1240,146,1172,89,30,27,32,27,42,20,77,106,CAF,0
2003,2003-12-31,Curaçao,165,CW,1150,26,1618,82,1427,166,1145,348,115,129,104,148,113,87,627,558,CONCACAF,0
2004,2004-12-31,Argentina,1,AR,2029,1,2159,5,1981,26,1751,828,304,325,199,435,183,210,1572,907,CONMEBOL,0
2004,2004-12-31,France,2,FR,1985,1,2135,18,1755,40,1514,661,333,256,72,305,223,133,1199,1051,UEFA,0
2004,2004-12-31,Czechia,3,CZ,1983,1,2032,11,1869,26,1686,650,261,317,72,312,190,148,1238,842,UEFA,0
2004,2004-12-31,England,4,EN,1977,1,2213,4,1987,17,1810,903,383,445,75,523,173,207,2194,929,UEFA,0
2004,2004-12-31,Brazil,5,BR,1972,1,2195,5,1981,20,1805,779,289,257,233,480,134,165,1690,759,CONMEBOL,0
2004,2004-12-31,Spain,6,ES,1965,1,2046,8,1922,19,1805,500,235,200,65,263,108,129,950,498,UEFA,0
2004,2004-12-31,Netherlands,7,NL,1939,1,2109,17,1818,55,1553,642,310,259,73,308,193,141,1347,912,UEFA,0
2004,2004-12-31,Portugal,9,PT,1904,3,2018,21,1760,41,1624,426,208,172,46,186,143,97,675,563,UEFA,0
2004,2004-12-31,Mexico,10,MX,1887,6,1941,21,1763,48,1498,641,219,190,232,321,166,154,1188,690,CONCACAF,1
2004,2004-12-31,Germany,12,DE,1881,1,2146,8,1892,25,1637,763,324,322,117,433,173,157,1690,931,UEFA,0
2004,2004-12-31,Sweden,13,SE,1872,2,2013,15,1793,44,1579,852,382,387,83,419,251,182,1811,1197,UEFA,0
2004,2004-12-31,Japan,16,JP,1845,9,1887,70,1389,114,1126,517,179,139,199,222,189,106,876,703,AFC,0
2004,2004-12-31,Croatia,17,HR,1838,5,2008,12,1880,26,1783,149,64,64,21,72,32,45,252,155,UEFA,0
2004,2004-12-31,United States,18,US,1829,12,1853,44,1608,93,1410,471,249,171,51,173,191,107,619,712,CONCACAF,1
2004,2004-12-31,Uruguay,20,UY,1818,1,2104,12,1872,44,1636,763,269,316,178,326,257,180,1215,1003,CONMEBOL,0
2004,2004-12-31,Australia,21,AU,1804,11,1876,35,1653,77,1475,392,194,139,59,198,116,78,862,482,AFC,0
2004,2004-12-31,Colombia,22,CO,1801,5,1945,59,1534,102,1304,394,126,141,127,140,144,110,469,515,CONMEBOL,0
2004,2004-12-31,Iran,24,IR,1800,19,1807,44,1622,79,1450,389,131,102,156,211,91,87,753,331,AFC,0
2004,2004-12-31,Norway,25,NO,1798,6,1944,38,1601,85,1364,670,320,308,42,234,287,149,1039,1209,UEFA,0
2004,2004-12-31,Turkey,26,TR,1793,9,1898,47,1568,77,1358,425,190,197,38,142,186,97,549,688,UEFA,0
2004,2004-12-31,Paraguay,27,PY,1774,5,1956,21,1756,42,1619,546,149,253,144,201,207,138,742,813,CONMEBOL,0
2004,2004-12-31,Belgium,33,BE,1724,4,1961,23,1736,54,1503,641,310,283,48,256,249,136,1114,1119,UEFA,0
2004,2004-12-31,South Korea,34,KR,1714,16,1845,36,1667,84,1445,740,221,187,332,412,149,179,1421,680,AFC,0
2004,2004-12-31,Switzerland,36,CH,1692,9,1917,28,1659,56,1485,659,317,303,39,205,316,138,942,1241,UEFA,0
2004,2004-12-31,Senegal,38,SN,1689,21,1808,61,1554,107,1387,468,162,183,123,188,152,128,585,481,CAF,0
2004,2004-12-31,Ivory Coast,42,CI,1670,20,1761,47,1616,76,1476,431,175,163,93,205,116,110,680,468,CAF,0
2004,2004-12-31,Morocco,42,MA,1670,19,1807,40,1657,67,1527,482,196,171,115,224,121,137,691,458,CAF,0
2004,2004-12-31,Ecuador,44,EC,1668,21,1788,77,1439,121,1183,349,114,126,109,90,170,89,386,616,CONMEBOL,0
2004,2004-12-31,Austria,49,AT,1648,1,2070,16,1834,55,1603,650,307,307,36,274,237,139,1225,1065,UEFA,0
2004,2004-12-31,Egypt,50,EG,1645,12,1872,35,1659,70,1527,603,235,209,159,283,159,161,1056,694,CAF,0
2004,2004-12-31,Bosnia and Herzegovina,54,BA,1622,46,1635,59,1582,76,1499,76,30,38,8,26,30,20,94,104,UEFA,0
2004,2004-12-31,Tunisia,56,TN,1618,24,1734,44,1615,81,1439,509,238,176,95,201,166,142,709,607,CAF,0
2004,2004-12-31,Uzbekistan,59,UZ,1614,25,1766,58,1587,93,1428,113,34,39,40,58,35,20,249,155,AFC,0
